,,,,,,,,,,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,1,HP,Solar,OpTic Gaming,184,10,On Stream,OpTic Gaming,NOTHOST,Nadeshot,23,37,12,4,
1,1,HP,Solar,Revenge,216,,,OpTic Gaming,NOTHOST,Formal,45,32,6,4,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,37,40,4,,
1,1,HP,Solar,OpTic Gaming,,,,OpTic Gaming,NOTHOST,Crimsix,39,35,13,2,
1,1,HP,Solar,Revenge,,,,,,,,,,,
,,,,,,,,Revenge,NOTHOST,Nagafen,41,28,5,1,
1,1,HP,Solar,OpTic Gaming,184,TRUE,L,Revenge,NOTHOST,Stevey,33,41,6,2,
1,1,HP,Solar,Revenge,216,TRUE,W,Revenge,NOTHOST,Remyy,37,41,15,4,
,,,,,,,,Revenge,NOTHOST,Hazard,33,36,8,4,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,2,SnD,Recovery,OpTic Gaming,5,8.21,,OpTic Gaming,NOTHOST,Nadeshot,11,7,1,1,
,,,,,,,,OpTic Gaming,NOTHOST,Formal,7,9,1,,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,11,9,,,
1,2,SnD,Recovery,Revenge,6,,,OpTic Gaming,NOTHOST,Crimsix,5,10,,,
,,,,,,,,,,,,,,,
,,,,,,,,Revenge,NOTHOST,Nagafen,6,9,2,,
1,2,SnD,Recovery,OpTic Gaming,5,FALSE,L,Revenge,NOTHOST,Stevey,11,7,,1,
1,2,SnD,Recovery,Revenge,6,TRUE,W,Revenge,NOTHOST,Remyy,12,9,1,,
,,,,,,,,Revenge,NOTHOST,Hazard,6,9,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,3,CTF,Ascend,OpTic Gaming,2,10,,OpTic Gaming,NOTHOST,Nadeshot,17,22,,,
,,,,,,,,OpTic Gaming,NOTHOST,Formal,28,21,,,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,22,27,1,,
1,3,CTF,Ascend,Revenge,4,,,OpTic Gaming,NOTHOST,Crimsix,26,21,1,,
,,,,,,,,,,,,,,,
,,,,,,,,Revenge,NOTHOST,Nagafen,22,26,1,,
1,3,CTF,Ascend,OpTic Gaming,2,TRUE,L,Revenge,NOTHOST,Stevey,19,23,,,
1,3,CTF,Ascend,Revenge,4,FALSE,W,Revenge,NOTHOST,Remyy,23,23,1,,
,,,,,,,,Revenge,NOTHOST,Hazard,25,24,2,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,,,,0,NOTHOST,,,,,,
0,0,0,0,0,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,1,HP,Detroit,Aware Gaming,242,10,On Stream,Aware Gaming,NOTHOST,Sender,35,34,6,,
1,1,HP,Detroit,STNNR,231,,,Aware Gaming,NOTHOST,happy,38,26,7,5,
,,,,,,,,Aware Gaming,NOTHOST,Lawless,28,31,4,2,
1,1,HP,Detroit,Aware Gaming,,,,Aware Gaming,NOTHOST,Accuracy,37,34,7,1,
1,1,HP,Detroit,STNNR,,,,,,,,,,,
,,,,,,,,STNNR,NOTHOST,Huke,37,34,8,4,
1,1,HP,Detroit,Aware Gaming,242,TRUE,W,STNNR,NOTHOST,VeXeD,24,38,8,,
1,1,HP,Detroit,STNNR,231,FALSE,L,STNNR,NOTHOST,PRPLXD,27,37,,,
,,,,,,,,STNNR,NOTHOST,TJHaLy,37,30,7,4,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,2,SnD,Solar,Aware Gaming,1,4.16,,Aware Gaming,NOTHOST,Sender,4,7,,,
,,,,,,,,Aware Gaming,NOTHOST,happy,2,6,,,
,,,,,,,,Aware Gaming,NOTHOST,Lawless,4,7,,,
1,2,SnD,Solar,STNNR,6,,,Aware Gaming,NOTHOST,Accuracy,5,6,1,,
,,,,,,,,,,,,,,,
,,,,,,,,STNNR,NOTHOST,Huke,3,5,,,
1,2,SnD,Solar,Aware Gaming,1,FALSE,L,STNNR,NOTHOST,VeXeD,6,4,1,,
1,2,SnD,Solar,STNNR,6,TRUE,W,STNNR,NOTHOST,PRPLXD,8,3,,,
,,,,,,,,STNNR,NOTHOST,TJHaLy,9,3,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,3,CTF,Biolab,Aware Gaming,1,10,,Aware Gaming,NOTHOST,Sender,19,16,,2,3
,,,,,,,,Aware Gaming,NOTHOST,happy,18,23,,1,
,,,,,,,,Aware Gaming,NOTHOST,Lawless,22,28,,1,2
1,3,CTF,Biolab,STNNR,2,,,Aware Gaming,NOTHOST,Accuracy,16,23,1,,
,,,,,,,,,,,,,,,
,,,,,,,,STNNR,NOTHOST,Huke,18,9,,,
1,3,CTF,Biolab,Aware Gaming,1,FALSE,L,STNNR,NOTHOST,VeXeD,20,23,,1,1
1,3,CTF,Biolab,STNNR,2,TRUE,W,STNNR,NOTHOST,PRPLXD,28,21,,,2
,,,,,,,,STNNR,NOTHOST,TJHaLy,24,22,2,1,1
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,4,Uplink,Comeback,Aware Gaming,5,10,,Aware Gaming,NOTHOST,Sender,30,27,,,
1,4,Uplink,Comeback,STNNR,11,,,Aware Gaming,NOTHOST,happy,30,26,1,,
,,,,,,,,Aware Gaming,NOTHOST,Lawless,19,31,,,
1,4,Uplink,Comeback,Aware Gaming,,,,Aware Gaming,NOTHOST,Accuracy,20,31,4,,
1,4,Uplink,Comeback,STNNR,,,,,,,,,,,
,,,,,,,,STNNR,NOTHOST,Huke,34,23,,,
1,4,Uplink,Comeback,Aware Gaming,5,FALSE,L,STNNR,NOTHOST,VeXeD,16,28,6,,
1,4,Uplink,Comeback,STNNR,11,TRUE,W,STNNR,NOTHOST,PRPLXD,29,26,3,,
,,,,,,,,STNNR,NOTHOST,TJHaLy,34,24,2,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,1,HP,Detroit,Denial,250,8.15,On Stream,Denial,NOTHOST,Saints,31,27,4,4,
1,1,HP,Detroit,Rise,127,,,Denial,NOTHOST,Replays,30,21,7,6,
,,,,,,,,Denial,NOTHOST,ZooMa,36,26,6,1,
1,1,HP,Detroit,Denial,,,,Denial,NOTHOST,Attach,28,26,5,5,
1,1,HP,Detroit,Rise,,,,,,,,,,,
,,,,,,,,Rise,NOTHOST,Pacman,32,31,5,,
1,1,HP,Detroit,Denial,250,TRUE,W,Rise,NOTHOST,Whea7s,12,34,4,1,
1,1,HP,Detroit,Rise,127,FALSE,L,Rise,NOTHOST,Diabolic,26,28,7,1,
,,,,,,,,Rise,NOTHOST,Chino,30,32,4,5,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,2,SnD,Solar,Denial,5,9.01,,Denial,NOTHOST,Saints,9,10,,,
,,,,,,,,Denial,NOTHOST,Replays,9,9,,,
,,,,,,,,Denial,NOTHOST,ZooMa,5,9,,1,
1,2,SnD,Solar,Rise,6,,,Denial,NOTHOST,Attach,10,9,,,
,,,,,,,,,,,,,,,
,,,,,,,,Rise,NOTHOST,Pacman,12,8,,,
1,2,SnD,Solar,Denial,5,FALSE,L,Rise,NOTHOST,Whea7s,7,8,,,
1,2,SnD,Solar,Rise,6,TRUE,W,Rise,NOTHOST,Diabolic,6,10,,,
,,,,,,,,Rise,NOTHOST,Chino,12,7,2,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,3,CTF,Biolab,Denial,5,10,,Denial,NOTHOST,Saints,25,23,,3,3
,,,,,,,,Denial,NOTHOST,Replays,26,22,1,2,4
,,,,,,,,Denial,NOTHOST,ZooMa,29,24,2,1,2
1,3,CTF,Biolab,Rise,2,,,Denial,NOTHOST,Attach,16,21,2,1,
,,,,,,,,,,,,,,,
,,,,,,,,Rise,NOTHOST,Pacman,18,20,,2,1
1,3,CTF,Biolab,Denial,5,TRUE,W,Rise,NOTHOST,Whea7s,25,26,,,
1,3,CTF,Biolab,Rise,2,FALSE,L,Rise,NOTHOST,Diabolic,17,23,2,1,2
,,,,,,,,Rise,NOTHOST,Chino,30,27,,1,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,4,Uplink,Comeback,Denial,7,10,,Denial,NOTHOST,Saints,28,23,2,,
1,4,Uplink,Comeback,Rise,6,,,Denial,NOTHOST,Replays,22,20,1,,
,,,,,,,,Denial,NOTHOST,ZooMa,31,31,2,,
1,4,Uplink,Comeback,Denial,,,,Denial,NOTHOST,Attach,29,28,2,,
1,4,Uplink,Comeback,Rise,,,,,,,,,,,
,,,,,,,,Rise,NOTHOST,Pacman,28,24,,,
1,4,Uplink,Comeback,Denial,7,TRUE,W,Rise,NOTHOST,Whea7s,25,29,2,,
1,4,Uplink,Comeback,Rise,6,FALSE,L,Rise,NOTHOST,Diabolic,21,30,,,
,,,,,,,,Rise,NOTHOST,Chino,27,28,4,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,1,HP,Detroit,FaZe,211,10,Off Stream,FaZe,NOTHOST,Censor,,,,,
1,1,HP,Detroit,Strictly Business,213,,,FaZe,NOTHOST,Apathy,,,,,
,,,,,,,,FaZe,NOTHOST,Slasher,,,,,
1,1,HP,Detroit,FaZe,,,,FaZe,NOTHOST,Aches,,,,,
1,1,HP,Detroit,Strictly Business,,,,,,,,,,,
,,,,,,,,Strictly Business,NOTHOST,Phizzurp,,,,,
1,1,HP,Detroit,FaZe,211,0,L,Strictly Business,NOTHOST,John,,,,,
1,1,HP,Detroit,Strictly Business,213,0,W,Strictly Business,NOTHOST,Neslo,,,,,
,,,,,,,,Strictly Business,NOTHOST,Dedo,,,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,2,SnD,Solar,FaZe,4,9.2,,FaZe,NOTHOST,Censor,3,9,,,
,,,,,,,,FaZe,NOTHOST,Apathy,9,7,1,,
,,,,,,,,FaZe,NOTHOST,Slasher,5,7,,,
1,2,SnD,Solar,Strictly Business,6,,,FaZe,NOTHOST,Aches,10,7,,,
,,,,,,,,,,,,,,,
,,,,,,,,Strictly Business,NOTHOST,Phizzurp,10,8,,1,
1,2,SnD,Solar,FaZe,4,FALSE,L,Strictly Business,NOTHOST,John,7,7,,,
1,2,SnD,Solar,Strictly Business,6,TRUE,W,Strictly Business,NOTHOST,Neslo,7,5,1,,
,,,,,,,,Strictly Business,NOTHOST,Dedo,6,7,,,
,,,,,,,,,,,,,,,
,,,,,,,Off Stream,,,,,,,,
1,3,CTF,Biolab,FaZe,1,,,FaZe,NOTHOST,Censor,,,,,
,,,,,,,,FaZe,NOTHOST,Apathy,,,,,
,,,,,,,,FaZe,NOTHOST,Slasher,,,,,
1,3,CTF,Biolab,Strictly Business,3,,,FaZe,NOTHOST,Aches,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,Strictly Business,NOTHOST,Phizzurp,,,,,
1,3,CTF,Biolab,FaZe,1,0,L,Strictly Business,NOTHOST,John,,,,,
1,3,CTF,Biolab,Strictly Business,3,0,W,Strictly Business,NOTHOST,Neslo,,,,,
,,,,,,,,Strictly Business,NOTHOST,Dedo,,,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,,,,0,NOTHOST,,,,,,
0,0,0,0,0,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,1,HP,Detroit,OpTic Nation,235,10,On Stream,OpTic Nation,NOTHOST,Swanny,39,31,3,1,
1,1,HP,Detroit,eLevate,173,,,OpTic Nation,NOTHOST,Karma,31,28,9,2,
,,,,,,,,OpTic Nation,NOTHOST,Teepee,46,29,8,2,
1,1,HP,Detroit,OpTic Nation,,,,OpTic Nation,NOTHOST,Proofy,29,34,11,2,
1,1,HP,Detroit,eLevate,,,,,,,,,,,
,,,,,,,,eLevate,NOTHOST,Killa,22,37,5,,
1,1,HP,Detroit,OpTic Nation,235,TRUE,W,eLevate,NOTHOST,Mirx,39,34,10,1,
1,1,HP,Detroit,eLevate,173,FALSE,L,eLevate,NOTHOST,Spacely,36,34,9,6,
,,,,,,,,eLevate,NOTHOST,Studyy,23,41,4,8,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,2,SnD,Solar,OpTic Nation,4,8.08,,OpTic Nation,NOTHOST,Swanny,2,6,,,
,,,,,,,,OpTic Nation,NOTHOST,Karma,3,7,,,
,,,,,,,,OpTic Nation,NOTHOST,Teepee,11,8,3,,
1,2,SnD,Solar,eLevate,6,,,OpTic Nation,NOTHOST,Proofy,8,7,,,
,,,,,,,,,,,,,,,
,,,,,,,,eLevate,NOTHOST,Killa,8,6,,,
1,2,SnD,Solar,OpTic Nation,4,FALSE,L,eLevate,NOTHOST,Mirx,8,6,,,
1,2,SnD,Solar,eLevate,6,TRUE,W,eLevate,NOTHOST,Spacely,9,5,2,,
,,,,,,,,eLevate,NOTHOST,Studyy,3,7,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,3,CTF,Biolab,OpTic Nation,4,10,,OpTic Nation,NOTHOST,Swanny,22,19,1,2,3
,,,,,,,,OpTic Nation,NOTHOST,Karma,30,23,,1,5
,,,,,,,,OpTic Nation,NOTHOST,Teepee,17,21,3,3,
1,3,CTF,Biolab,eLevate,2,,,OpTic Nation,NOTHOST,Proofy,27,26,,1,3
,,,,,,,,,,,,,,,
,,,,,,,,eLevate,NOTHOST,Killa,23,26,,1,2
1,3,CTF,Biolab,OpTic Nation,4,TRUE,W,eLevate,NOTHOST,Mirx,25,24,,1,2
1,3,CTF,Biolab,eLevate,2,FALSE,L,eLevate,NOTHOST,Spacely,20,27,1,,1
,,,,,,,,eLevate,NOTHOST,Studyy,20,20,1,2,4
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,4,Uplink,Comeback,OpTic Nation,5,10,,OpTic Nation,NOTHOST,Swanny,24,23,,,
1,4,Uplink,Comeback,eLevate,6,,,OpTic Nation,NOTHOST,Karma,29,31,2,,
,,,,,,,,OpTic Nation,NOTHOST,Teepee,20,25,3,,
1,4,Uplink,Comeback,OpTic Nation,,,,OpTic Nation,NOTHOST,Proofy,33,21,,,
1,4,Uplink,Comeback,eLevate,,,,,,,,,,,
,,,,,,,,eLevate,NOTHOST,Killa,27,27,,,
1,4,Uplink,Comeback,OpTic Nation,5,TRUE,L,eLevate,NOTHOST,Mirx,23,24,2,,
1,4,Uplink,Comeback,eLevate,6,FALSE,W,eLevate,NOTHOST,Spacely,26,29,3,,
,,,,,,,,eLevate,NOTHOST,Studyy,24,26,1,,
,,,,,,,,,,,,,,,
,,,,,,,Off Stream,,,,,,,,
1,5,SnD,Recovery,OpTic Nation,2,,,OpTic Nation,NOTHOST,Swanny,3,6,,,
,,,,,,,,OpTic Nation,NOTHOST,Karma,6,6,,,
,,,,,,,,OpTic Nation,NOTHOST,Teepee,3,7,,,
1,5,SnD,Recovery,eLevate,6,,,OpTic Nation,NOTHOST,Proofy,5,6,,,
,,,,,,,,,,,,,,,
,,,,,,,,eLevate,NOTHOST,Killa,7,3,,,
1,5,SnD,Recovery,OpTic Nation,2,FALSE,L,eLevate,NOTHOST,Mirx,9,6,,,
1,5,SnD,Recovery,eLevate,6,TRUE,W,eLevate,NOTHOST,Spacely,4,7,,,
,,,,,,,,eLevate,NOTHOST,Studyy,9,3,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,1,HP,Biolab,EnVyUs,219,10,On Stream,EnVyUs,NOTHOST,Merk,42,31,6,,
1,1,HP,Biolab,Denial,227,,,EnVyUs,NOTHOST,Nameless,35,34,7,,
,,,,,,,,EnVyUs,NOTHOST,Jkap,21,33,7,,
1,1,HP,Biolab,EnVyUs,,,,EnVyUs,NOTHOST,Clayster,40,33,9,,
1,1,HP,Biolab,Denial,,,,,,,,,,,
,,,,,,,,Denial,NOTHOST,Saints,37,32,9,,
1,1,HP,Biolab,EnVyUs,219,TRUE,L,Denial,NOTHOST,Replays,23,32,7,,
1,1,HP,Biolab,Denial,227,FALSE,W,Denial,NOTHOST,ZooMa,31,38,10,,
,,,,,,,,Denial,NOTHOST,Attach,37,36,10,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,2,SnD,Terrace,EnVyUs,2,6.35,,EnVyUs,NOTHOST,Merk,5,8,,,
,,,,,,,,EnVyUs,NOTHOST,Nameless,9,6,,,
,,,,,,,,EnVyUs,NOTHOST,Jkap,2,6,,,
1,2,SnD,Terrace,Denial,6,,,EnVyUs,NOTHOST,Clayster,4,8,,,
,,,,,,,,,,,,,,,
,,,,,,,,Denial,NOTHOST,Saints,11,6,,,
1,2,SnD,Terrace,EnVyUs,2,FALSE,L,Denial,NOTHOST,Replays,3,5,1,,
1,2,SnD,Terrace,Denial,6,TRUE,W,Denial,NOTHOST,ZooMa,4,6,1,,
,,,,,,,,Denial,NOTHOST,Attach,10,3,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,3,Uplink,Detroit,EnVyUs,7,10,,EnVyUs,NOTHOST,Merk,22,26,2,,
,,,,,,,,EnVyUs,NOTHOST,Nameless,37,22,3,,
,,,,,,,,EnVyUs,NOTHOST,Jkap,20,26,,,
1,3,Uplink,Detroit,Denial,5,,,EnVyUs,NOTHOST,Clayster,28,27,1,,
,,,,,,,,,,,,,,,
,,,,,,,,Denial,NOTHOST,Saints,28,28,2,,
1,3,Uplink,Detroit,EnVyUs,7,TRUE,W,Denial,NOTHOST,Replays,28,23,2,,
1,3,Uplink,Detroit,Denial,5,FALSE,L,Denial,NOTHOST,ZooMa,27,28,1,,
,,,,,,,,Denial,NOTHOST,Attach,18,28,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,4,CTF,Retreat,EnVyUs,1,10,,EnVyUs,NOTHOST,Merk,18,24,,,
1,4,CTF,Retreat,Denial,2,,,EnVyUs,NOTHOST,Nameless,26,21,,,
,,,,,,,,EnVyUs,NOTHOST,Jkap,22,23,,,
1,4,CTF,Retreat,EnVyUs,,,,EnVyUs,NOTHOST,Clayster,22,25,1,,
1,4,CTF,Retreat,Denial,,,,,,,,,,,
,,,,,,,,Denial,NOTHOST,Saints,21,22,1,,
1,4,CTF,Retreat,EnVyUs,1,FALSE,L,Denial,NOTHOST,Replays,25,19,,,
1,4,CTF,Retreat,Denial,2,TRUE,W,Denial,NOTHOST,ZooMa,30,27,,,
,,,,,,,,Denial,NOTHOST,Attach,16,20,1,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
0,0,0,0,0,0,0,,0,NOTHOST,,,,,,
,,,,,,,,0,NOTHOST,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,1,HP,Detroit,OpTic Gaming,113,7.59,On Stream,OpTic Gaming,NOTHOST,Nadeshot,20,34,2,,
1,1,HP,Detroit,STNNR,250,,,OpTic Gaming,NOTHOST,Formal,21,33,4,1,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,28,30,7,1,
1,1,HP,Detroit,OpTic Gaming,,,,OpTic Gaming,NOTHOST,Crimsix,28,26,6,,
1,1,HP,Detroit,STNNR,,,,,,,,,,,
,,,,,,,,STNNR,NOTHOST,Huke,30,26,4,2,
1,1,HP,Detroit,OpTic Gaming,113,FALSE,L,STNNR,NOTHOST,VeXeD,27,23,5,4,
1,1,HP,Detroit,STNNR,250,TRUE,W,STNNR,NOTHOST,PRPLXD,31,22,8,5,
,,,,,,,,STNNR,NOTHOST,TJHaLy,33,26,4,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,2,SnD,Solar,OpTic Gaming,3,6.34,,OpTic Gaming,NOTHOST,Nadeshot,7,8,,,
,,,,,,,,OpTic Gaming,NOTHOST,Formal,5,8,1,,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,9,6,,,
1,2,SnD,Solar,STNNR,6,,,OpTic Gaming,NOTHOST,Crimsix,4,7,,,
,,,,,,,,,,,,,,,
,,,,,,,,STNNR,NOTHOST,Huke,6,6,,1,
1,2,SnD,Solar,OpTic Gaming,3,FALSE,L,STNNR,NOTHOST,VeXeD,4,8,1,,
1,2,SnD,Solar,STNNR,6,TRUE,W,STNNR,NOTHOST,PRPLXD,8,8,,,
,,,,,,,,STNNR,NOTHOST,TJHaLy,11,3,,,
,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,
1,3,CTF,Biolab,OpTic Gaming,4,12.1,,OpTic Gaming,NOTHOST,Nadeshot,27,29,2,,
,,,,,,,,OpTic Gaming,NOTHOST,Formal,28,26,1,,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,38,30,,,
1,3,CTF,Biolab,STNNR,4,,,OpTic Gaming,NOTHOST,Crimsix,21,31,1,,
,,,,,,,,,,,,,,,
,,,,,,,,STNNR,NOTHOST,Huke,28,22,,,
