,,,,,,,,,,,,,,,,
1,1,HP,Retreat,OpTic Gaming,164,10,On Stream,OpTic Gaming,NOTHOST,Nadeshot,22,41,4,,2,
1,1,HP,Retreat,Team Kaliber,218,http://i.imgur.com/nzGvbTD.png],,OpTic Gaming,NOTHOST,Formal,35,43,3,,1,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,40,38,9,,3,
1,1,HP,Retreat,OpTic Gaming,,,,OpTic Gaming,NOTHOST,Crimsix,40,40,17,,3,
1,1,HP,Retreat,Team Kaliber,,,,,,,,,,,,
,,,,,,,,Team Kaliber,NOTHOST,Sharp,39,32,9,,2,
1,1,HP,Retreat,OpTic Gaming,164,FALSE,L,Team Kaliber,NOTHOST,Goonjar,34,34,7,,3,
1,1,HP,Retreat,Team Kaliber,218,TRUE,W,Team Kaliber,NOTHOST,Theory,36,39,7,,4,
,,,,,,,,Team Kaliber,NOTHOST,Loony,51,34,11,,5,
,,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,,
1,2,SnD,Solar,OpTic Gaming,4,,,OpTic Gaming,NOTHOST,Nadeshot,7,8,2,,,1
,,,,,,,,OpTic Gaming,NOTHOST,Formal,8,7,0,,,1
,,,,,,,,OpTic Gaming,NOTHOST,Scump,7,7,0,,,1
1,2,SnD,Solar,Team Kaliber,6,,,OpTic Gaming,NOTHOST,Crimsix,6,9,0,,,2
,,,,,,,,,,,,,,,,
,,,,,,,,Team Kaliber,NOTHOST,Sharp,12,6,0,,,1
1,2,SnD,Solar,OpTic Gaming,4,FALSE,L,Team Kaliber,NOTHOST,Goonjar,12,8,0,,,2
1,2,SnD,Solar,Team Kaliber,6,TRUE,W,Team Kaliber,NOTHOST,Theory,2,6,1,,,0
,,,,,,,,Team Kaliber,NOTHOST,Loony,5,8,0,,,2
,,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,,
1,3,CTF,Biolab,OpTic Gaming,2,10,,OpTic Gaming,HOST,Nadeshot,25,22,1,3,4,
,,,,,,,,OpTic Gaming,NOTHOST,Formal,21,22,1,3,1,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,21,21,0,1,1,
1,3,CTF,Biolab,Team Kaliber,1,,,OpTic Gaming,NOTHOST,Crimsix,24,28,0,0,1,
,,,,,,,,,,,,,,,,
,,,,,,,,Team Kaliber,NOTHOST,Sharp,26,21,1,0,2,
1,3,CTF,Biolab,OpTic Gaming,2,FALSE,W,Team Kaliber,NOTHOST,Goonjar,23,24,0,2,2,
1,3,CTF,Biolab,Team Kaliber,1,TRUE,L,Team Kaliber,NOTHOST,Theory,19,24,0,1,1,
,,,,,,,,Team Kaliber,NOTHOST,Loony,24,22,0,0,2,
,,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,,
1,4,Uplink,Biolab,OpTic Gaming,3,10,,OpTic Gaming,NOTHOST,Nadeshot,19,26,0,,,
1,4,Uplink,Biolab,Team Kaliber,0,http://i.imgur.com/uwvDBLV.png,,OpTic Gaming,NOTHOST,Formal,20,22,2,,,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,33,21,0,,,
1,4,Uplink,Biolab,OpTic Gaming,,,,OpTic Gaming,NOTHOST,Crimsix,26,23,3,,,
1,4,Uplink,Biolab,Team Kaliber,,,,,,,,,,,,
,,,,,,,,Team Kaliber,NOTHOST,Sharp,27,26,0,,,
1,4,Uplink,Biolab,OpTic Gaming,3,TRUE,W,Team Kaliber,NOTHOST,Goonjar,22,27,0,,,
1,4,Uplink,Biolab,Team Kaliber,0,FALSE,L,Team Kaliber,NOTHOST,Theory,25,24,0,,,
,,,,,,,,Team Kaliber,NOTHOST,Loony,18,24,1,,,
,,,,,,,,,,,,,,,,
,,,,,,,On Stream,,,,,,,,,
1,5,SnD,Recovery,OpTic Gaming,3,,,OpTic Gaming,NOTHOST,Nadeshot,4,7,1,,0,
,,,,,,,,OpTic Gaming,NOTHOST,Formal,5,8,0,,0,
,,,,,,,,OpTic Gaming,NOTHOST,Scump,9,5,0,,0,
1,5,SnD,Recovery,Team Kaliber,6,,,OpTic Gaming,NOTHOST,Crimsix,4,8,0,,0,
,,,,,,,,,,,,,,,,
,,,,,,,,Team Kaliber,NOTHOST,Sharp,4,7,0,,0,
1,5,SnD,Recovery,OpTic Gaming,3,FALSE,L,Team Kaliber,NOTHOST,Goonjar,9,6,0,,1,
1,5,SnD,Recovery,Team Kaliber,6,TRUE,W,Team Kaliber,NOTHOST,Theory,9,4,1,,0,
,,,,,,,,Team Kaliber,NOTHOST,Loony,6,5,0,,0,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,1,HP,Retreat,EnVyUs,205,10,On Stream,EnVyUs,NOTHOST,Merk,36,30,11,,4,
1,1,HP,Retreat,Aware Gaming,207,http://i.imgur.com/TR8U3Nq.png,,EnVyUs,NOTHOST,Nameless,32,39,1,,1,
,,,,,,,,EnVyUs,NOTHOST,Jkap,39,36,4,,0,
1,1,HP,Retreat,EnVyUs,,,,EnVyUs,NOTHOST,Clayster,35,41,6,,3,
1,1,HP,Retreat,Aware Gaming,,,,,,,,,,,,
,,,,,,,,Aware Gaming,NOTHOST,Sender,42,37,4,,8,
1,1,HP,Retreat,EnVyUs,205,FALSE,L,Aware Gaming,NOTHOST,happy,36,30,4,,3,
1,1,HP,Retreat,Aware Gaming,207,TRUE,W,Aware Gaming,NOTHOST,Lawless,35,39,13,,1,
,,,,,,,,Aware Gaming,NOTHOST,Accuracy,30,36,7,,4,
